district,year,no,HDI,GI_status,GI_year
Simeulue,2010,1,60.6,0,
Simeulue,2011,1,61.03,0,
Simeulue,2012,1,61.25,0,
Simeulue,2013,1,61.68,0,
Simeulue,2014,1,62.18000031,0,
Simeulue,2015,1,63.15999985,0,
Simeulue,2016,1,63.81999969,0,
Simeulue,2017,1,64.41000366,0,
Simeulue,2018,1,64.73999786,0,
Simeulue,2019,1,65.69999695,0,
Simeulue,2020,1,66.02999878,0,
Simeulue,2021,1,66.41000366,0,
Simeulue,2022,1,67.26999664,0,
Simeulue,2023,1,68.05999756,0,
Aceh Singkil,2010,2,62.36,0,
Aceh Singkil,2011,2,63.13,0,
Aceh Singkil,2012,2,64.23,0,
Aceh Singkil,2013,2,64.87,0,
Aceh Singkil,2014,2,65.26999664,0,
Aceh Singkil,2015,2,66.05000305,0,
Aceh Singkil,2016,2,66.95999908,0,
Aceh Singkil,2017,2,67.37000275,0,
Aceh Singkil,2018,2,68.01999664,0,
Aceh Singkil,2019,2,68.91000366,0,
Aceh Singkil,2020,2,68.94000244,0,
Aceh Singkil,2021,2,69.22000122,0,
Aceh Singkil,2022,2,69.62000275,0,
Aceh Singkil,2023,2,70.13999939,0,
South Aceh,2010,3,61.22,0,
South Aceh,2011,3,61.52,0,
South Aceh,2012,3,61.69,0,
South Aceh,2013,3,62.27,0,
South Aceh,2014,3,62.34999847,0,
South Aceh,2015,3,63.27999878,0,
South Aceh,2016,3,64.12999725,0,
South Aceh,2017,3,65.02999878,0,
South Aceh,2018,3,65.91999817,0,
South Aceh,2019,3,66.90000153,0,
South Aceh,2020,3,67.12000275,0,
South Aceh,2021,3,67.44000244,0,
South Aceh,2022,3,67.87000275,0,
South Aceh,2023,3,68.44000244,0,
South East Aceh ,2010,4,63.82,0,
South East Aceh ,2011,4,64.27,0,
South East Aceh ,2012,4,64.99,0,
South East Aceh ,2013,4,65.55,0,
South East Aceh ,2014,4,65.90000153,0,
South East Aceh ,2015,4,66.76999664,0,
South East Aceh ,2016,4,67.48000336,0,
South East Aceh ,2017,4,68.08999634,0,
South East Aceh ,2018,4,68.66999817,0,
South East Aceh ,2019,4,69.36000061,0,
South East Aceh ,2020,4,69.37000275,0,
South East Aceh ,2021,4,69.44000244,0,
South East Aceh ,2022,4,70.31999969,0,
South East Aceh ,2023,4,71.05000305,0,
East Aceh ,2010,5,61.75,0,
East Aceh ,2011,5,62.35,0,
East Aceh ,2012,5,62.93,0,
East Aceh ,2013,5,63.27,0,
East Aceh ,2014,5,63.56999969,0,
East Aceh ,2015,5,64.55000305,0,
East Aceh ,2016,5,65.41999817,0,
East Aceh ,2017,5,66.31999969,0,
East Aceh ,2018,5,66.81999969,0,
East Aceh ,2019,5,67.38999939,0,
East Aceh ,2020,5,67.62999725,0,
East Aceh ,2021,5,67.83000183,0,
East Aceh ,2022,5,68.72000122,0,
East Aceh ,2023,5,69.31999969,0,
West Aceh,2010,7,66.05,0,
West Aceh,2011,7,66.47,0,
West Aceh,2012,7,66.66,0,
West Aceh,2013,7,66.86,0,
West Aceh,2014,7,67.30999756,0,
West Aceh,2015,7,68.41000366,0,
West Aceh,2016,7,69.26000214,0,
West Aceh,2017,7,70.19999695,0,
West Aceh,2018,7,70.47000122,0,
West Aceh,2019,7,71.22000122,0,
West Aceh,2020,7,71.37999725,0,
West Aceh,2021,7,71.66999817,0,
West Aceh,2022,7,72.33999634,0,
West Aceh,2023,7,72.87999725,0,
Aceh Besar,2010,8,69.76,0,
Aceh Besar,2011,8,69.94,0,
Aceh Besar,2012,8,70.1,0,
Aceh Besar,2013,8,70.61,0,
Aceh Besar,2014,8,71.05999756,0,
Aceh Besar,2015,8,71.69999695,0,
Aceh Besar,2016,8,71.75,0,
Aceh Besar,2017,8,72,0,
Aceh Besar,2018,8,72.73000336,0,
Aceh Besar,2019,8,73.55000305,0,
Aceh Besar,2020,8,73.55999756,0,
Aceh Besar,2021,8,73.58000183,0,
Aceh Besar,2022,8,74,0,
Aceh Besar,2023,8,74.52999878,0,
Pidie,2010,9,66.75,0,
Pidie,2011,9,66.95,0,
Pidie,2012,9,67.3,0,
Pidie,2013,9,67.59,0,
Pidie,2014,9,67.87000275,0,
Pidie,2015,9,68.68000031,0,
Pidie,2016,9,69.05999756,0,
Pidie,2017,9,69.51999664,0,
Pidie,2018,9,69.93000031,0,
Pidie,2019,9,70.41000366,0,
Pidie,2020,9,70.62999725,0,
Pidie,2021,9,70.69999695,0,
Pidie,2022,9,71.19999695,0,
Pidie,2023,9,71.66000366,0,
Bireuen,2010,10,66.42,0,
Bireuen,2011,10,67.03,0,
Bireuen,2012,10,67.57,0,
Bireuen,2013,10,68.23,0,
Bireuen,2014,10,68.70999908,0,
Bireuen,2015,10,69.76999664,0,
Bireuen,2016,10,70.20999908,0,
Bireuen,2017,10,71.11000061,0,
Bireuen,2018,10,71.37000275,0,
Bireuen,2019,10,72.26999664,0,
Bireuen,2020,10,72.27999878,0,
Bireuen,2021,10,72.33000183,0,
Bireuen,2022,10,73.16000366,0,
Bireuen,2023,10,73.62999725,0,
North Aceh,2010,11,63.56,0,
North Aceh,2011,11,64.22,0,
North Aceh,2012,11,64.82,0,
North Aceh,2013,11,65.36,0,
North Aceh,2014,11,65.93000031,0,
North Aceh,2015,11,66.84999847,0,
North Aceh,2016,11,67.19000244,0,
North Aceh,2017,11,67.66999817,0,
North Aceh,2018,11,68.36000061,0,
North Aceh,2019,11,69.22000122,0,
North Aceh,2020,11,69.33000183,0,
North Aceh,2021,11,69.45999908,0,
North Aceh,2022,11,70.22000122,0,
North Aceh,2023,11,70.87000275,0,
North-West Aceh,2010,12,60.91,0,
North-West Aceh,2011,12,61.75,0,
North-West Aceh,2012,12,62.15,0,
North-West Aceh,2013,12,62.62,0,
North-West Aceh,2014,12,63.08000183,0,
North-West Aceh,2015,12,63.77000046,0,
North-West Aceh,2016,12,64.56999969,0,
North-West Aceh,2017,12,65.08999634,0,
North-West Aceh,2018,12,65.66999817,0,
North-West Aceh,2019,12,66.55999756,0,
North-West Aceh,2020,12,66.75,0,
North-West Aceh,2021,12,66.98999786,0,
North-West Aceh,2022,12,67.41000366,0,
North-West Aceh,2023,12,68.06999969,0,
Aceh Tamiang,2010,14,64.67,0,
Aceh Tamiang,2011,14,64.89,0,
Aceh Tamiang,2012,14,65.21,0,
Aceh Tamiang,2013,14,65.56,0,
Aceh Tamiang,2014,14,66.08999634,0,
Aceh Tamiang,2015,14,67.02999878,0,
Aceh Tamiang,2016,14,67.41000366,0,
Aceh Tamiang,2017,14,67.98999786,0,
Aceh Tamiang,2018,14,68.44999695,0,
Aceh Tamiang,2019,14,69.23000336,0,
Aceh Tamiang,2020,14,69.23999786,0,
Aceh Tamiang,2021,14,69.48000336,0,
Aceh Tamiang,2022,14,70.43000031,0,
Aceh Tamiang,2023,14,71.34999847,0,
Nagan Raya,2010,15,63.57,0,
Nagan Raya,2011,15,64.24,0,
Nagan Raya,2012,15,64.91,0,
Nagan Raya,2013,15,65.23,0,
Nagan Raya,2014,15,65.58000183,0,
Nagan Raya,2015,15,66.73000336,0,
Nagan Raya,2016,15,67.31999969,0,
Nagan Raya,2017,15,67.77999878,0,
Nagan Raya,2018,15,68.15000153,0,
Nagan Raya,2019,15,69.11000061,0,
Nagan Raya,2020,15,69.18000031,0,
Nagan Raya,2021,15,69.30999756,0,
Nagan Raya,2022,15,70.09999847,0,
Nagan Raya,2023,15,70.77999878,0,
Aceh Jaya,2010,16,64.75,0,
Aceh Jaya,2011,16,65.17,0,
Aceh Jaya,2012,16,66.42,0,
Aceh Jaya,2013,16,66.92,0,
Aceh Jaya,2014,16,67.30000305,0,
Aceh Jaya,2015,16,67.52999878,0,
Aceh Jaya,2016,16,67.69999695,0,
Aceh Jaya,2017,16,68.06999969,0,
Aceh Jaya,2018,16,68.83000183,0,
Aceh Jaya,2019,16,69.73999786,0,
Aceh Jaya,2020,16,69.75,0,
Aceh Jaya,2021,16,69.83999634,0,
Aceh Jaya,2022,16,70.36000061,0,
Aceh Jaya,2023,16,70.87999725,0,
Pidie Jaya,2010,18,68.38,0,
Pidie Jaya,2011,18,68.69,0,
Pidie Jaya,2012,18,68.9,0,
Pidie Jaya,2013,18,69.26,0,
Pidie Jaya,2014,18,69.88999939,0,
Pidie Jaya,2015,18,70.48999786,0,
Pidie Jaya,2016,18,71.12999725,0,
Pidie Jaya,2017,18,71.73000336,0,
Pidie Jaya,2018,18,72.12000275,0,
Pidie Jaya,2019,18,72.87000275,0,
Pidie Jaya,2020,18,73.19999695,0,
Pidie Jaya,2021,18,73.59999847,0,
Pidie Jaya,2022,18,74.33999634,0,
Pidie Jaya,2023,18,74.80000305,0,
Banda Aceh City,2010,19,80.36,0,
Banda Aceh City,2011,19,80.87,0,
Banda Aceh City,2012,19,81.3,0,
Banda Aceh City,2013,19,81.84,0,
Banda Aceh City,2014,19,82.22000122,0,
Banda Aceh City,2015,19,83.25,0,
Banda Aceh City,2016,19,83.73000336,0,
Banda Aceh City,2017,19,83.94999695,0,
Banda Aceh City,2018,19,84.37000275,0,
Banda Aceh City,2019,19,85.06999969,0,
Banda Aceh City,2020,19,85.41000366,0,
Banda Aceh City,2021,19,85.70999908,0,
Banda Aceh City,2022,19,86.27999878,0,
Banda Aceh City,2023,19,86.69000244,0,
Sabang City,2010,20,69.7,0,
Sabang City,2011,20,70.15,0,
Sabang City,2012,20,70.84,0,
Sabang City,2013,20,71.07,0,
Sabang City,2014,20,71.5,0,
Sabang City,2015,20,72.51000214,0,
Sabang City,2016,20,73.36000061,0,
Sabang City,2017,20,74.09999847,0,
Sabang City,2018,20,74.81999969,0,
Sabang City,2019,20,75.76999664,0,
Sabang City,2020,20,75.77999878,0,
Sabang City,2021,20,76.11000061,0,
Sabang City,2022,20,76.84999847,0,
Sabang City,2023,20,77.51999664,0,
Langsa City,2010,21,71.79,0,
Langsa City,2011,21,72.15,0,
Langsa City,2012,21,72.75,0,
Langsa City,2013,21,73.4,0,
Langsa City,2014,21,73.80999756,0,
Langsa City,2015,21,74.73999786,0,
Langsa City,2016,21,75.41000366,0,
Langsa City,2017,21,75.88999939,0,
Langsa City,2018,21,76.33999634,0,
Langsa City,2019,21,77.16000366,0,
Langsa City,2020,21,77.16999817,0,
Langsa City,2021,21,77.44000244,0,
Langsa City,2022,21,77.81999969,0,
Langsa City,2023,21,78.36000061,0,
Lhokseumawe City,2010,22,71.55,0,
Lhokseumawe City,2011,22,72.35,0,
Lhokseumawe City,2012,22,73.55,0,
Lhokseumawe City,2013,22,74.13,0,
Lhokseumawe City,2014,22,74.44000244,0,
Lhokseumawe City,2015,22,75.11000061,0,
Lhokseumawe City,2016,22,75.77999878,0,
Lhokseumawe City,2017,22,76.33999634,0,
Lhokseumawe City,2018,22,76.62000275,0,
Lhokseumawe City,2019,22,77.30000305,0,
Lhokseumawe City,2020,22,77.30999756,0,
Lhokseumawe City,2021,22,77.56999969,0,
Lhokseumawe City,2022,22,78.04000092,0,
Lhokseumawe City,2023,22,78.91999817,0,
Subulussalam City,2010,23,58.97,0,
Subulussalam City,2011,23,59.34,0,
Subulussalam City,2012,23,59.76,0,
Subulussalam City,2013,23,60.11,0,
Subulussalam City,2014,23,60.38999939,0,
Subulussalam City,2015,23,61.31999969,0,
Subulussalam City,2016,23,62.18000031,0,
Subulussalam City,2017,23,62.88000107,0,
Subulussalam City,2018,23,63.47999954,0,
Subulussalam City,2019,23,64.45999908,0,
Subulussalam City,2020,23,64.93000031,0,
Subulussalam City,2021,23,65.26999664,0,
Subulussalam City,2022,23,66.19999695,0,
Subulussalam City,2023,23,67.09999847,0,
Nias,2010,24,54.72,0,
Nias,2011,24,55.55,0,
Nias,2012,24,56.5,0,
Nias,2013,24,57.43,0,
Nias,2014,24,57.97999954,0,
Nias,2015,24,58.84999847,0,
Nias,2016,24,59.75,0,
Nias,2017,24,60.20999908,0,
Nias,2018,24,60.81999969,0,
Nias,2019,24,61.65000153,0,
Nias,2020,24,61.93000031,0,
Nias,2021,24,62.74000168,0,
Nias,2022,24,63.68999863,0,
Nias,2023,24,64.55999756,0,
Mandailing Natal,2010,25,60.76,0,2016
Mandailing Natal,2011,25,61.6,0,2016
Mandailing Natal,2012,25,62.26,0,2016
Mandailing Natal,2013,25,62.91,0,2016
Mandailing Natal,2014,25,63.41999817,0,2016
Mandailing Natal,2015,25,63.99000168,0,2016
Mandailing Natal,2016,25,64.55000305,1,2016
Mandailing Natal,2017,25,65.12999725,1,2016
Mandailing Natal,2018,25,65.83000183,1,2016
Mandailing Natal,2019,25,66.51999664,1,2016
Mandailing Natal,2020,25,66.79000092,1,2016
Mandailing Natal,2021,25,67.19000244,1,2016
Mandailing Natal,2022,25,68.05000305,1,2016
Mandailing Natal,2023,25,68.55999756,1,2016
South Tapanuli,2010,26,64.2,0,2018
South Tapanuli,2011,26,65.14,0,2018
South Tapanuli,2012,26,65.95,0,2018
South Tapanuli,2013,26,66.75,0,2018
South Tapanuli,2014,26,67.22000122,0,2018
South Tapanuli,2015,26,67.62999725,0,2018
South Tapanuli,2016,26,68.04000092,0,2018
South Tapanuli,2017,26,68.69000244,0,2018
South Tapanuli,2018,26,69.09999847,1,2018
South Tapanuli,2019,26,69.75,1,2018
South Tapanuli,2020,26,70.12000275,1,2018
South Tapanuli,2021,26,70.33000183,1,2018
South Tapanuli,2022,26,70.91999817,1,2018
South Tapanuli,2023,26,71.55000305,1,2018
Central Tapanuli ,2010,27,64.39,0,
Central Tapanuli ,2011,27,65.16,0,
Central Tapanuli ,2012,27,65.43,0,
Central Tapanuli ,2013,27,65.64,0,
Central Tapanuli ,2014,27,66.16000366,0,
Central Tapanuli ,2015,27,67.05999756,0,
Central Tapanuli ,2016,27,67.26999664,0,
Central Tapanuli ,2017,27,67.95999908,0,
Central Tapanuli ,2018,27,68.26999664,0,
Central Tapanuli ,2019,27,68.86000061,0,
Central Tapanuli ,2020,27,69.23000336,0,
Central Tapanuli ,2021,27,69.61000061,0,
Central Tapanuli ,2022,27,70.30999756,0,
Central Tapanuli ,2023,27,70.91000366,0,
North Tapanuli ,2010,28,68.43,0,
North Tapanuli ,2011,28,69.24,0,
North Tapanuli ,2012,28,69.83,0,
North Tapanuli ,2013,28,70.5,0,
North Tapanuli ,2014,28,70.69999695,0,
North Tapanuli ,2015,28,71.31999969,0,
North Tapanuli ,2016,28,71.95999908,0,
North Tapanuli ,2017,28,72.37999725,0,
North Tapanuli ,2018,28,72.91000366,0,
North Tapanuli ,2019,28,73.33000183,0,
North Tapanuli ,2020,28,73.47000122,0,
North Tapanuli ,2021,28,73.76000214,0,
North Tapanuli ,2022,28,74.13999939,0,
North Tapanuli ,2023,28,74.65000153,0,
Toba Samosir,2010,29,70.9,0,
Toba Samosir,2011,29,71.39,0,
Toba Samosir,2012,29,71.89,0,
Toba Samosir,2013,29,72.36,0,
Toba Samosir,2014,29,72.79000092,0,
Toba Samosir,2015,29,73.40000153,0,
Toba Samosir,2016,29,73.61000061,0,
Toba Samosir,2017,29,73.87000275,0,
Toba Samosir,2018,29,74.48000336,0,
Toba Samosir,2019,29,74.91999817,0,
Toba Samosir,2020,29,75.16000366,0,
Toba Samosir,2021,29,75.38999939,0,
Toba Samosir,2022,29,75.95999908,0,
Toba Samosir,2023,29,76.37999725,0,
Labuhan Batu,2010,30,66.88,0,
Labuhan Batu,2011,30,67.88,0,
Labuhan Batu,2012,30,68.64,0,
Labuhan Batu,2013,30,69.45,0,
Labuhan Batu,2014,30,70.05999756,0,
Labuhan Batu,2015,30,70.23000336,0,
Labuhan Batu,2016,30,70.5,0,
Labuhan Batu,2017,30,71,0,
Labuhan Batu,2018,30,71.38999939,0,
Labuhan Batu,2019,30,71.94000244,0,
Labuhan Batu,2020,30,72.01000214,0,
Labuhan Batu,2021,30,72.08999634,0,
Labuhan Batu,2022,30,72.91999817,0,
Labuhan Batu,2023,30,73.69000244,0,
Asahan,2010,31,65.06,0,
Asahan,2011,31,65.87,0,
Asahan,2012,31,66.23,0,
Asahan,2013,31,66.58,0,
Asahan,2014,31,67.51000214,0,
Asahan,2015,31,68.40000153,0,
Asahan,2016,31,68.70999908,0,
Asahan,2017,31,69.09999847,0,
Asahan,2018,31,69.48999786,0,
Asahan,2019,31,69.91999817,0,
Asahan,2020,31,70.29000092,0,
Asahan,2021,31,70.48999786,0,
Asahan,2022,31,71.12999725,0,
Asahan,2023,31,71.55999756,0,
Simalungun,2010,32,68.8,0,2015
Simalungun,2011,32,69.03,0,2015
Simalungun,2012,32,69.79,0,2015
Simalungun,2013,32,70.28,0,2015
Simalungun,2014,32,70.88999939,0,2015
Simalungun,2015,32,71.23999786,1,2015
Simalungun,2016,32,71.48000336,1,2015
Simalungun,2017,32,71.83000183,1,2015
Simalungun,2018,32,72.48999786,1,2015
Simalungun,2019,32,72.98000336,1,2015
Simalungun,2020,32,73.25,1,2015
Simalungun,2021,32,73.40000153,1,2015
Simalungun,2022,32,73.76999664,1,2015
Simalungun,2023,32,74.29000092,1,2015
Dairi,2010,33,65.91,0,2019
Dairi,2011,33,66.62,0,2019
Dairi,2012,33,66.95,0,2019
Dairi,2013,33,67.15,0,2019
Dairi,2014,33,67.91000366,0,2019
Dairi,2015,33,69,0,2019
Dairi,2016,33,69.61000061,0,2019
Dairi,2017,33,70.36000061,0,2019
Dairi,2018,33,70.88999939,0,2019
Dairi,2019,33,71.41999817,1,2019
Dairi,2020,33,71.56999969,1,2019
Dairi,2021,33,71.83999634,1,2019
Dairi,2022,33,72.55999756,1,2019
Dairi,2023,33,73.26999664,1,2019
Karo,2010,34,70.36,0,2019
Karo,2011,34,71.12,0,2019
Karo,2012,34,71.4,0,2019
Karo,2013,34,71.62,0,2019
Karo,2014,34,71.83999634,0,2019
Karo,2015,34,72.69000244,0,2019
Karo,2016,34,73.29000092,0,2019
Karo,2017,34,73.52999878,0,2019
Karo,2018,34,73.91000366,0,2019
Karo,2019,34,74.25,1,2019
Karo,2020,34,74.43000031,1,2019
Karo,2021,34,74.83000183,1,2019
Karo,2022,34,75.36000061,1,2019
Karo,2023,34,75.98000336,1,2019
Deli Serdang,2010,35,70.06,0,
Deli Serdang,2011,35,70.25,0,
Deli Serdang,2012,35,70.88,0,
Deli Serdang,2013,35,71.39,0,
Deli Serdang,2014,35,71.98000336,0,
Deli Serdang,2015,35,72.79000092,0,
Deli Serdang,2016,35,73.51000214,0,
Deli Serdang,2017,35,73.94000244,0,
Deli Serdang,2018,35,74.91999817,0,
Deli Serdang,2019,35,75.43000031,0,
Deli Serdang,2020,35,75.44000244,0,
Deli Serdang,2021,35,75.52999878,0,
Deli Serdang,2022,35,76.19000244,0,
Deli Serdang,2023,35,76.51999664,0,
Langkat,2010,36,64.57,0,
Langkat,2011,36,65.77,0,
Langkat,2012,36,66.18,0,
Langkat,2013,36,67.17,0,
Langkat,2014,36,68,0,
Langkat,2015,36,68.52999878,0,
Langkat,2016,36,69.12999725,0,
Langkat,2017,36,69.81999969,0,
Langkat,2018,36,70.26999664,0,
Langkat,2019,36,70.76000214,0,
Langkat,2020,36,71,0,
Langkat,2021,36,71.34999847,0,
Langkat,2022,36,71.86000061,0,
Langkat,2023,36,72.20999908,0,
Nias Selatan,2010,37,54.54,0,
Nias Selatan,2011,37,55.5,0,
Nias Selatan,2012,37,55.97,0,
Nias Selatan,2013,37,56.78,0,
Nias Selatan,2014,37,57.77999878,0,
Nias Selatan,2015,37,58.74000168,0,
Nias Selatan,2016,37,59.13999939,0,
Nias Selatan,2017,37,59.84999847,0,
Nias Selatan,2018,37,60.75,0,
Nias Selatan,2019,37,61.59000015,0,
Nias Selatan,2020,37,61.88999939,0,
Nias Selatan,2021,37,62.34999847,0,
Nias Selatan,2022,37,63.16999817,0,
Nias Selatan,2023,37,64.12000275,0,
Humbang Hasundutan,2010,38,63.4,0,2017
Humbang Hasundutan,2011,38,64.06,0,2017
Humbang Hasundutan,2012,38,64.54,0,2017
Humbang Hasundutan,2013,38,64.92,0,2017
Humbang Hasundutan,2014,38,65.58999634,0,2017
Humbang Hasundutan,2015,38,66.02999878,0,2017
Humbang Hasundutan,2016,38,66.55999756,0,2017
Humbang Hasundutan,2017,38,67.30000305,1,2017
Humbang Hasundutan,2018,38,67.95999908,1,2017
Humbang Hasundutan,2019,38,68.83000183,1,2017
Humbang Hasundutan,2020,38,68.87000275,1,2017
Humbang Hasundutan,2021,38,69.41000366,1,2017
Humbang Hasundutan,2022,38,70.31999969,1,2017
Humbang Hasundutan,2023,38,70.75,1,2017
Pakpak Bharat,2010,39,61.76,0,
Pakpak Bharat,2011,39,63.11,0,
Pakpak Bharat,2012,39,63.88,0,
Pakpak Bharat,2013,39,64.73,0,
Pakpak Bharat,2014,39,65.05999756,0,
Pakpak Bharat,2015,39,65.52999878,0,
Pakpak Bharat,2016,39,65.80999756,0,
Pakpak Bharat,2017,39,66.25,0,
Pakpak Bharat,2018,39,66.62999725,0,
Pakpak Bharat,2019,39,67.47000122,0,
Pakpak Bharat,2020,39,67.58999634,0,
Pakpak Bharat,2021,39,67.94000244,0,
Pakpak Bharat,2022,39,68.84999847,0,
Pakpak Bharat,2023,39,69.58000183,0,
Samosir,2010,40,65.14,0,2018
Samosir,2011,40,65.81,0,2018
Samosir,2012,40,66.31,0,2018
Samosir,2013,40,66.8,0,2018
Samosir,2014,40,67.80000305,0,2018
Samosir,2015,40,68.43000031,0,2018
Samosir,2016,40,68.81999969,0,2018
Samosir,2017,40,69.43000031,0,2018
Samosir,2018,40,69.98999786,1,2018
Samosir,2019,40,70.55000305,1,2018
Samosir,2020,40,70.62999725,1,2018
Samosir,2021,40,70.83000183,1,2018
Samosir,2022,40,71.66999817,1,2018
Samosir,2023,40,72.08000183,1,2018
Serdang Bedagai,2010,41,64.67,0,
Serdang Bedagai,2011,41,65.28,0,
Serdang Bedagai,2012,41,66.14,0,
Serdang Bedagai,2013,41,67.11,0,
Serdang Bedagai,2014,41,67.77999878,0,
Serdang Bedagai,2015,41,68.01000214,0,
Serdang Bedagai,2016,41,68.76999664,0,
Serdang Bedagai,2017,41,69.16000366,0,
Serdang Bedagai,2018,41,69.69000244,0,
Serdang Bedagai,2019,41,70.20999908,0,
Serdang Bedagai,2020,41,70.23999786,0,
Serdang Bedagai,2021,41,70.55999756,0,
Serdang Bedagai,2022,41,71.20999908,0,
Serdang Bedagai,2023,41,71.75,0,
Batu Bara,2010,42,63.45,0,
Batu Bara,2011,42,63.95,0,
Batu Bara,2012,42,64.45,0,
Batu Bara,2013,42,65.06,0,
Batu Bara,2014,42,65.5,0,
Batu Bara,2015,42,66.01999664,0,
Batu Bara,2016,42,66.69000244,0,
Batu Bara,2017,42,67.19999695,0,
Batu Bara,2018,42,67.66999817,0,
Batu Bara,2019,42,68.34999847,0,
Batu Bara,2020,42,68.36000061,0,
Batu Bara,2021,42,68.58000183,0,
Batu Bara,2022,42,69.51000214,0,
Batu Bara,2023,42,70.30999756,0,
North Padang Lawas,2010,43,64.25,0,
North Padang Lawas,2011,43,65.22,0,
North Padang Lawas,2012,43,65.65,0,
North Padang Lawas,2013,43,66.13,0,
North Padang Lawas,2014,43,66.5,0,
North Padang Lawas,2015,43,67.34999847,0,
North Padang Lawas,2016,43,68.05000305,0,
North Padang Lawas,2017,43,68.33999634,0,
North Padang Lawas,2018,43,68.76999664,0,
North Padang Lawas,2019,43,69.29000092,0,
North Padang Lawas,2020,43,69.84999847,0,
North Padang Lawas,2021,43,70.11000061,0,
North Padang Lawas,2022,43,70.93000031,0,
North Padang Lawas,2023,43,71.62999725,0,
Padang Lawas,2010,44,62.45,0,
Padang Lawas,2011,44,63.28,0,
Padang Lawas,2012,44,64.05,0,
Padang Lawas,2013,44,64.62,0,
Padang Lawas,2014,44,65.5,0,
Padang Lawas,2015,44,65.98999786,0,
Padang Lawas,2016,44,66.23000336,0,
Padang Lawas,2017,44,66.81999969,0,
Padang Lawas,2018,44,67.58999634,0,
Padang Lawas,2019,44,68.16000366,0,
Padang Lawas,2020,44,68.25,0,
Padang Lawas,2021,44,68.63999939,0,
Padang Lawas,2022,44,69.58000183,0,
Padang Lawas,2023,44,70.33999634,0,
South Labuhan Batu,2010,45,65.32,0,
South Labuhan Batu,2011,45,65.77,0,
South Labuhan Batu,2012,45,67.06,0,
South Labuhan Batu,2013,45,67.78,0,
South Labuhan Batu,2014,45,68.58999634,0,
South Labuhan Batu,2015,45,69.66999817,0,
South Labuhan Batu,2016,45,70.27999878,0,
South Labuhan Batu,2017,45,70.48000336,0,
South Labuhan Batu,2018,45,70.98000336,0,
South Labuhan Batu,2019,45,71.38999939,0,
South Labuhan Batu,2020,45,71.40000153,0,
South Labuhan Batu,2021,45,71.69000244,0,
South Labuhan Batu,2022,45,72.16000366,0,
South Labuhan Batu,2023,45,72.81999969,0,
North Labuhan Batu,2010,46,66.72,0,
North Labuhan Batu,2011,46,67.37,0,
North Labuhan Batu,2012,46,67.84,0,
North Labuhan Batu,2013,46,68.28,0,
North Labuhan Batu,2014,46,69.15000153,0,
North Labuhan Batu,2015,46,69.69000244,0,
North Labuhan Batu,2016,46,70.26000214,0,
North Labuhan Batu,2017,46,70.79000092,0,
North Labuhan Batu,2018,46,71.08000183,0,
North Labuhan Batu,2019,46,71.43000031,0,
North Labuhan Batu,2020,46,71.61000061,0,
North Labuhan Batu,2021,46,71.87000275,0,
North Labuhan Batu,2022,46,72.76999664,0,
North Labuhan Batu,2023,46,73.62999725,0,
North Nias ,2010,47,,0,
North Nias ,2011,47,57.53,0,
North Nias ,2012,47,57.87,0,
North Nias ,2013,47,58.29,0,
North Nias ,2014,47,59.18000031,0,
North Nias ,2015,47,59.88000107,0,
North Nias ,2016,47,60.22999954,0,
North Nias ,2017,47,60.56999969,0,
North Nias ,2018,47,61.08000183,0,
North Nias ,2019,47,61.97999954,0,
North Nias ,2020,47,62.36000061,0,
North Nias ,2021,47,62.81999969,0,
North Nias ,2022,47,63.75,0,
North Nias ,2023,47,64.63999939,0,
West Nias,2010,48,,0,
West Nias,2011,48,55.43,0,
West Nias,2012,48,56.2,0,
West Nias,2013,48,56.58,0,
West Nias,2014,48,57.54000092,0,
West Nias,2015,48,58.25,0,
West Nias,2016,48,59.02999878,0,
West Nias,2017,48,59.56000137,0,
West Nias,2018,48,60.41999817,0,
West Nias,2019,48,61.13999939,0,
West Nias,2020,48,61.50999832,0,
West Nias,2021,48,61.99000168,0,
West Nias,2022,48,62.93000031,0,
West Nias,2023,48,63.70000076,0,
Sibolga City,2010,49,68.37,0,
Sibolga City,2011,49,69.17,0,
Sibolga City,2012,49,69.71,0,
Sibolga City,2013,49,70.45,0,
Sibolga City,2014,49,71.01000214,0,
Sibolga City,2015,49,71.63999939,0,
Sibolga City,2016,49,72,0,
Sibolga City,2017,49,72.27999878,0,
Sibolga City,2018,49,72.65000153,0,
Sibolga City,2019,49,73.41000366,0,
Sibolga City,2020,49,73.62999725,0,
Sibolga City,2021,49,73.94000244,0,
Sibolga City,2022,49,74.73999786,0,
Sibolga City,2023,49,75.19999695,0,
Tanjung Balai City,2010,50,63.47,0,
Tanjung Balai City,2011,50,64.13,0,
Tanjung Balai City,2012,50,64.89,0,
Tanjung Balai City,2013,50,65.4,0,
Tanjung Balai City,2014,50,66.05000305,0,
Tanjung Balai City,2015,50,66.73999786,0,
Tanjung Balai City,2016,50,67.08999634,0,
Tanjung Balai City,2017,50,67.41000366,0,
Tanjung Balai City,2018,50,68,0,
Tanjung Balai City,2019,50,68.51000214,0,
Tanjung Balai City,2020,50,68.65000153,0,
Tanjung Balai City,2021,50,68.94000244,0,
Tanjung Balai City,2022,50,69.86000061,0,
Tanjung Balai City,2023,50,70.58999634,0,
Pematang Siantar City,2010,51,72.52,0,
