district,year,no,HDI,GI_status,GI_year
Enrekang,2015,414,70.02999878,1,2013
Enrekang,2016,414,70.79000092,1,2013
Enrekang,2017,414,71.44000244,1,2013
Enrekang,2018,414,72.15000153,1,2013
Enrekang,2019,414,72.66000366,1,2013
Enrekang,2020,414,72.76000214,1,2013
Enrekang,2021,414,72.91000366,1,2013
Enrekang,2022,414,73.38999939,1,2013
Enrekang,2023,414,73.88999939,1,2013
Luwu,2010,415,63.95,0,
Luwu,2011,415,64.71,0,
Luwu,2012,415,65.43,0,
Luwu,2013,415,66.39,0,
Luwu,2014,415,67.33999634,0,
Luwu,2015,415,68.11000061,0,
Luwu,2016,415,68.70999908,0,
Luwu,2017,415,69.01999664,0,
Luwu,2018,415,69.59999847,0,
Luwu,2019,415,70.38999939,0,
Luwu,2020,415,70.51000214,0,
Luwu,2021,415,70.84999847,0,
Luwu,2022,415,71.36000061,0,
Luwu,2023,415,72.16000366,0,
Tana Toraja,2010,416,62.83,0,2013
Tana Toraja,2011,416,63.22,0,2013
Tana Toraja,2012,416,63.96,0,2013
Tana Toraja,2013,416,64.55,1,2013
Tana Toraja,2014,416,65.08000183,1,2013
Tana Toraja,2015,416,65.75,1,2013
Tana Toraja,2016,416,66.25,1,2013
Tana Toraja,2017,416,66.81999969,1,2013
Tana Toraja,2018,416,67.66000366,1,2013
Tana Toraja,2019,416,68.25,1,2013
Tana Toraja,2020,416,68.75,1,2013
Tana Toraja,2021,416,69.48999786,1,2013
Tana Toraja,2022,416,69.87999725,1,2013
Tana Toraja,2023,416,70.73000336,1,2013
Luwu Utara,2010,417,64.77,0,
Luwu Utara,2011,417,65.57,0,
Luwu Utara,2012,417,65.99,0,
Luwu Utara,2013,417,66.4,0,
Luwu Utara,2014,417,66.90000153,0,
Luwu Utara,2015,417,67.44000244,0,
Luwu Utara,2016,417,67.80999756,0,
Luwu Utara,2017,417,68.34999847,0,
Luwu Utara,2018,417,68.79000092,0,
Luwu Utara,2019,417,69.45999908,0,
Luwu Utara,2020,417,69.56999969,0,
Luwu Utara,2021,417,70.01999664,0,
Luwu Utara,2022,417,70.51000214,0,
Luwu Utara,2023,417,71.33999634,0,
Luwu Timur,2010,418,68.47,0,
Luwu Timur,2011,418,68.94,0,
Luwu Timur,2012,418,69.34,0,
Luwu Timur,2013,418,69.53,0,
Luwu Timur,2014,418,69.75,0,
Luwu Timur,2015,418,70.43000031,0,
Luwu Timur,2016,418,70.94999695,0,
Luwu Timur,2017,418,71.45999908,0,
Luwu Timur,2018,418,72.16000366,0,
Luwu Timur,2019,418,72.80000305,0,
Luwu Timur,2020,418,73.22000122,0,
Luwu Timur,2021,418,73.33999634,0,
Luwu Timur,2022,418,73.91999817,0,
Luwu Timur,2023,418,74.34999847,0,
North Toraja,2010,419,63.51,0,2013
North Toraja,2011,419,64.48,0,2013
North Toraja,2012,419,64.89,0,2013
North Toraja,2013,419,65.65,1,2013
North Toraja,2014,419,66.15000153,1,2013
North Toraja,2015,419,66.76000214,1,2013
North Toraja,2016,419,67.48999786,1,2013
North Toraja,2017,419,67.90000153,1,2013
North Toraja,2018,419,68.48999786,1,2013
North Toraja,2019,419,69.23000336,1,2013
North Toraja,2020,419,69.33000183,1,2013
North Toraja,2021,419,69.75,1,2013
North Toraja,2022,419,70.36000061,1,2013
North Toraja,2023,419,71.23000336,1,2013
Makassar City,2010,420,77.63,0,
Makassar City,2011,420,77.82,0,
Makassar City,2012,420,78.47,0,
Makassar City,2013,420,78.98,0,
Makassar City,2014,420,79.34999847,0,
Makassar City,2015,420,79.94000244,0,
Makassar City,2016,420,80.52999878,0,
Makassar City,2017,420,81.12999725,0,
Makassar City,2018,420,81.73000336,0,
Makassar City,2019,420,82.25,0,
Makassar City,2020,420,82.25,0,
Makassar City,2021,420,82.66000366,0,
Makassar City,2022,420,83.12000275,0,
Makassar City,2023,420,83.51999664,0,
Parepare City,2010,421,73.55,0,
Parepare City,2011,421,74.2,0,
Parepare City,2012,421,74.67,0,
Parepare City,2013,421,75.1,0,
Parepare City,2014,421,75.66000366,0,
Parepare City,2015,421,76.30999756,0,
Parepare City,2016,421,76.48000336,0,
Parepare City,2017,421,76.68000031,0,
Parepare City,2018,421,77.19000244,0,
Parepare City,2019,421,77.62000275,0,
Parepare City,2020,421,77.86000061,0,
Parepare City,2021,421,78.20999908,0,
Parepare City,2022,421,78.54000092,0,
Parepare City,2023,421,79.02999878,0,
Palopo City,2010,422,73.03,0,
Palopo City,2011,422,74.02,0,
Palopo City,2012,422,74.54,0,
Palopo City,2013,422,75.02,0,
Palopo City,2014,422,75.65000153,0,
Palopo City,2015,422,76.26999664,0,
Palopo City,2016,422,76.44999695,0,
Palopo City,2017,422,76.70999908,0,
Palopo City,2018,422,77.30000305,0,
Palopo City,2019,422,77.98000336,0,
Palopo City,2020,422,78.05999756,0,
Palopo City,2021,422,78.37999725,0,
Palopo City,2022,422,78.91000366,0,
Palopo City,2023,422,79.44999695,0,
Buton,2010,423,59.44,0,
Buton,2011,423,60.12,0,
Buton,2012,423,61.38,0,
Buton,2013,423,61.83,0,
Buton,2014,423,62.31000137,0,
Buton,2015,423,62.77999878,0,
Buton,2016,423,63.68999863,0,
Buton,2017,423,64.47000122,0,
Buton,2018,423,65.08000183,0,
Buton,2019,423,65.66999817,0,
Buton,2020,423,65.98000336,0,
Buton,2021,423,66.31999969,0,
Buton,2022,423,67.23000336,0,
Buton,2023,423,68.12000275,0,
Muna,2010,424,62.57,0,
Muna,2011,424,63.08,0,
Muna,2012,424,63.76,0,
Muna,2013,424,64.67,0,
Muna,2014,424,65.08999634,0,
Muna,2015,424,65.98999786,0,
Muna,2016,424,66.95999908,0,
Muna,2017,424,67.61000061,0,
Muna,2018,424,68.47000122,0,
Muna,2019,424,68.97000122,0,
Muna,2020,424,69.01999664,0,
Muna,2021,424,69.16999817,0,
Muna,2022,424,69.61000061,0,
Muna,2023,424,70.16000366,0,
Konawe,2010,425,66.55,0,
Konawe,2011,425,67.16,0,
Konawe,2012,425,67.51,0,
Konawe,2013,425,68.23,0,
Konawe,2014,425,68.68000031,0,
Konawe,2015,425,69.55999756,0,
Konawe,2016,425,69.83999634,0,
Konawe,2017,425,70.23999786,0,
Konawe,2018,425,70.72000122,0,
Konawe,2019,425,71.29000092,0,
Konawe,2020,425,71.34999847,0,
Konawe,2021,425,71.48000336,0,
Konawe,2022,425,72.04000092,0,
Konawe,2023,425,72.76999664,0,
Kolaka,2010,426,67.76,0,
Kolaka,2011,426,68.27,0,
Kolaka,2012,426,68.86,0,
Kolaka,2013,426,69.55,0,
Kolaka,2014,426,70.19999695,0,
Kolaka,2015,426,70.47000122,0,
Kolaka,2016,426,71.12000275,0,
Kolaka,2017,426,71.45999908,0,
Kolaka,2018,426,72.06999969,0,
Kolaka,2019,426,73.01000214,0,
Kolaka,2020,426,73.44999695,0,
Kolaka,2021,426,73.55999756,0,
Kolaka,2022,426,73.98000336,0,
Kolaka,2023,426,74.72000122,0,
Konawe Selatan,2010,427,63.2,0,
Konawe Selatan,2011,427,63.65,0,
Konawe Selatan,2012,427,64.05,0,
Konawe Selatan,2013,427,65.02,0,
Konawe Selatan,2014,427,65.59999847,0,
Konawe Selatan,2015,427,66.31999969,0,
Konawe Selatan,2016,427,66.97000122,0,
Konawe Selatan,2017,427,67.23000336,0,
Konawe Selatan,2018,427,67.51000214,0,
Konawe Selatan,2019,427,67.87999725,0,
Konawe Selatan,2020,427,68.19999695,0,
Konawe Selatan,2021,427,68.58000183,0,
Konawe Selatan,2022,427,69.36000061,0,
Konawe Selatan,2023,427,70.31999969,0,
Bombana,2010,428,59.85,0,
Bombana,2011,428,60.84,0,
Bombana,2012,428,61.82,0,
Bombana,2013,428,62.82,0,
Bombana,2014,428,63.38000107,0,
Bombana,2015,428,63.65000153,0,
Bombana,2016,428,64.01999664,0,
Bombana,2017,428,64.48999786,0,
Bombana,2018,428,65.04000092,0,
Bombana,2019,428,65.65000153,0,
Bombana,2020,428,66.05000305,0,
Bombana,2021,428,66.25,0,
Bombana,2022,428,66.80999756,0,
Bombana,2023,428,67.43000031,0,
Wakatobi,2010,429,63.26,0,
Wakatobi,2011,429,64.67,0,
Wakatobi,2012,429,65.24,0,
Wakatobi,2013,429,66.5,0,
Wakatobi,2014,429,66.94999695,0,
Wakatobi,2015,429,67.22000122,0,
Wakatobi,2016,429,67.5,0,
Wakatobi,2017,429,67.98999786,0,
Wakatobi,2018,429,68.51999664,0,
Wakatobi,2019,429,68.98999786,0,
Wakatobi,2020,429,69.48000336,0,
Wakatobi,2021,429,69.87000275,0,
Wakatobi,2022,429,70.84999847,0,
Wakatobi,2023,429,71.43000031,0,
Kolaka Utara,2010,430,63.17,0,
Kolaka Utara,2011,430,63.98,0,
Kolaka Utara,2012,430,64.49,0,
Kolaka Utara,2013,430,65.35,0,
Kolaka Utara,2014,430,65.76000214,0,
Kolaka Utara,2015,430,66.90000153,0,
Kolaka Utara,2016,430,67.59999847,0,
Kolaka Utara,2017,430,67.76999664,0,
Kolaka Utara,2018,430,68.44000244,0,
Kolaka Utara,2019,430,68.91000366,0,
Kolaka Utara,2020,430,69.30999756,0,
Kolaka Utara,2021,430,69.5,0,
Kolaka Utara,2022,430,70.38999939,0,
Kolaka Utara,2023,430,71.04000092,0,
Buton Utara,2010,431,60.94,0,
Buton Utara,2011,431,61.58,0,
Buton Utara,2012,431,62.69,0,
Buton Utara,2013,431,64.2,0,
Buton Utara,2014,431,64.65000153,0,
Buton Utara,2015,431,65.23000336,0,
Buton Utara,2016,431,65.94999695,0,
Buton Utara,2017,431,66.40000153,0,
Buton Utara,2018,431,67.12999725,0,
Buton Utara,2019,431,67.68000031,0,
Buton Utara,2020,431,67.87000275,0,
Buton Utara,2021,431,68.08000183,0,
Buton Utara,2022,431,69,0,
Buton Utara,2023,431,69.69999695,0,
Konawe Utara,2010,432,63.74,0,
Konawe Utara,2011,432,64.25,0,
Konawe Utara,2012,432,64.87,0,
Konawe Utara,2013,432,65.54,0,
Konawe Utara,2014,432,66.02999878,0,
Konawe Utara,2015,432,66.44000244,0,
Konawe Utara,2016,432,67.19999695,0,
Konawe Utara,2017,432,67.70999908,0,
Konawe Utara,2018,432,68.5,0,
Konawe Utara,2019,432,69.22000122,0,
Konawe Utara,2020,432,69.86000061,0,
Konawe Utara,2021,432,70.23000336,0,
Konawe Utara,2022,432,71.09999847,0,
Konawe Utara,2023,432,71.70999908,0,
Kolaka Timur,2010,433,,0,
Kolaka Timur,2011,433,,0,
Kolaka Timur,2012,433,,0,
Kolaka Timur,2013,433,61.78,0,
Kolaka Timur,2014,433,62.13000107,0,
Kolaka Timur,2015,433,62.74000168,0,
Kolaka Timur,2016,433,63.59999847,0,
Kolaka Timur,2017,433,64.55000305,0,
Kolaka Timur,2018,433,65.52999878,0,
Kolaka Timur,2019,433,66.48999786,0,
Kolaka Timur,2020,433,67.01999664,0,
Kolaka Timur,2021,433,67.76000214,0,
Kolaka Timur,2022,433,68.73000336,0,
Kolaka Timur,2023,433,69.56999969,0,
Konawe Kepulauan ,2010,434,,0,
Konawe Kepulauan ,2011,434,,0,
Konawe Kepulauan ,2012,434,,0,
Konawe Kepulauan ,2013,434,61.15,0,
Konawe Kepulauan ,2014,434,61.31000137,0,
Konawe Kepulauan ,2015,434,61.72000122,0,
Konawe Kepulauan ,2016,434,62.56000137,0,
Konawe Kepulauan ,2017,434,63.43999863,0,
Konawe Kepulauan ,2018,434,64.36000061,0,
Konawe Kepulauan ,2019,434,65.05000305,0,
Konawe Kepulauan ,2020,434,65.41000366,0,
Konawe Kepulauan ,2021,434,65.73000336,0,
Konawe Kepulauan ,2022,434,66.69000244,0,
Konawe Kepulauan ,2023,434,67.31999969,0,
Muna Barat,2010,435,,0,
Muna Barat,2011,435,,0,
Muna Barat,2012,435,,0,
Muna Barat,2013,435,,0,
Muna Barat,2014,435,61.91999817,0,
Muna Barat,2015,435,62.29000092,0,
Muna Barat,2016,435,62.56999969,0,
Muna Barat,2017,435,63.43000031,0,
Muna Barat,2018,435,64.11000061,0,
Muna Barat,2019,435,64.44999695,0,
Muna Barat,2020,435,65.08000183,0,
Muna Barat,2021,435,65.48000336,0,
Muna Barat,2022,435,66.20999908,0,
Muna Barat,2023,435,67.12999725,0,
Buton Tengah ,2010,436,,0,
Buton Tengah ,2011,436,,0,
Buton Tengah ,2012,436,,0,
Buton Tengah ,2013,436,,0,
Buton Tengah ,2014,436,61.68999863,0,
Buton Tengah ,2015,436,62.13000107,0,
Buton Tengah ,2016,436,62.56000137,0,
Buton Tengah ,2017,436,62.81999969,0,
Buton Tengah ,2018,436,63.45999908,0,
Buton Tengah ,2019,436,64.05999756,0,
Buton Tengah ,2020,436,64.37000275,0,
Buton Tengah ,2021,436,64.55000305,0,
Buton Tengah ,2022,436,65.29000092,0,
Buton Tengah ,2023,436,65.83000183,0,
Buton Selatan ,2010,437,,0,
Buton Selatan ,2011,437,,0,
Buton Selatan ,2012,437,,0,
Buton Selatan ,2013,437,,0,
Buton Selatan ,2014,437,61.50999832,0,
Buton Selatan ,2015,437,62,0,
Buton Selatan ,2016,437,62.54999924,0,
Buton Selatan ,2017,437,63.20000076,0,
Buton Selatan ,2018,437,63.47000122,0,
Buton Selatan ,2019,437,64.37000275,0,
Buton Selatan ,2020,437,64.93000031,0,
Buton Selatan ,2021,437,64.98999786,0,
Buton Selatan ,2022,437,65.44000244,0,
Buton Selatan ,2023,437,66.15000153,0,
Kendari City,2010,438,78.13,0,
Kendari City,2011,438,79.43,0,
Kendari City,2012,438,79.97,0,
Kendari City,2013,438,80.91,0,
Kendari City,2014,438,81.30000305,0,
Kendari City,2015,438,81.43000031,0,
Kendari City,2016,438,81.66000366,0,
Kendari City,2017,438,81.83000183,0,
Kendari City,2018,438,82.22000122,0,
Kendari City,2019,438,82.86000061,0,
Kendari City,2020,438,83.52999878,0,
Kendari City,2021,438,84.15000153,0,
Kendari City,2022,438,84.51000214,0,
Kendari City,2023,438,84.84999847,0,
Baubau City,2010,439,70.6,0,
Baubau City,2011,439,71.11,0,
Baubau City,2012,439,71.65,0,
Baubau City,2013,439,72.55,0,
Baubau City,2014,439,73.12999725,0,
Baubau City,2015,439,73.58999634,0,
Baubau City,2016,439,73.98999786,0,
Baubau City,2017,439,74.13999939,0,
Baubau City,2018,439,74.66999817,0,
Baubau City,2019,439,75.20999908,0,
Baubau City,2020,439,75.90000153,0,
Baubau City,2021,439,76.26000214,0,
Baubau City,2022,439,76.66999817,0,
Baubau City,2023,439,77.51999664,0,
Boalemo,2010,440,59.92,0,
Boalemo,2011,440,60.52,0,
Boalemo,2012,440,61.11,0,
Boalemo,2013,440,61.71,0,
Boalemo,2014,440,62.18000031,0,
Boalemo,2015,440,62.86000061,0,
Boalemo,2016,440,63.41999817,0,
Boalemo,2017,440,64.22000122,0,
Boalemo,2018,440,64.98999786,0,
Boalemo,2019,440,65.52999878,0,
Boalemo,2020,440,65.91000366,0,
Boalemo,2021,440,66.41999817,0,
Boalemo,2022,440,67.26999664,0,
Boalemo,2023,440,68.18000031,0,
Gorontalo,2010,441,60,0,
Gorontalo,2011,441,61.04,0,
Gorontalo,2012,441,61.87,0,
Gorontalo,2013,441,62.22,0,
Gorontalo,2014,441,62.90000153,0,
Gorontalo,2015,441,63.63000107,0,
Gorontalo,2016,441,64.22000122,0,
Gorontalo,2017,441,64.94999695,0,
Gorontalo,2018,441,65.77999878,0,
Gorontalo,2019,441,66.69000244,0,
Gorontalo,2020,441,66.91999817,0,
Gorontalo,2021,441,67.33999634,0,
Gorontalo,2022,441,68.27999878,0,
Gorontalo,2023,441,69.08999634,0,
Pohuwato,2010,442,59.11,0,
Pohuwato,2011,442,59.85,0,
Pohuwato,2012,442,60.48,0,
Pohuwato,2013,442,61.38,0,
Pohuwato,2014,442,61.74000168,0,
Pohuwato,2015,442,62.5,0,
Pohuwato,2016,442,63.16999817,0,
Pohuwato,2017,442,63.88000107,0,
Pohuwato,2018,442,64.44000244,0,
Pohuwato,2019,442,65.26999664,0,
Pohuwato,2020,442,65.37000275,0,
Pohuwato,2021,442,65.80000305,0,
Pohuwato,2022,442,66.52999878,0,
Pohuwato,2023,442,67.15000153,0,
Bone Bolango,2010,443,64,0,2017
Bone Bolango,2011,443,64.44,0,2017
Bone Bolango,2012,443,65.13,0,2017
Bone Bolango,2013,443,65.82,0,2017
Bone Bolango,2014,443,66.02999878,0,2017
Bone Bolango,2015,443,66.83000183,0,2017
Bone Bolango,2016,443,67.48000336,0,2017
Bone Bolango,2017,443,68.11000061,1,2017
Bone Bolango,2018,443,69.05999756,1,2017
Bone Bolango,2019,443,69.62999725,1,2017
Bone Bolango,2020,443,69.98000336,1,2017
Bone Bolango,2021,443,70.25,1,2017
Bone Bolango,2022,443,70.90000153,1,2017
Bone Bolango,2023,443,71.51000214,1,2017
North Gorontalo ,2010,444,59.26,0,
North Gorontalo ,2011,444,59.95,0,
North Gorontalo ,2012,444,60.71,0,
North Gorontalo ,2013,444,61.6,0,
North Gorontalo ,2014,444,61.91999817,0,
North Gorontalo ,2015,444,62.54999924,0,
North Gorontalo ,2016,444,63.02000046,0,
North Gorontalo ,2017,444,63.52000046,0,
North Gorontalo ,2018,444,64.05999756,0,
North Gorontalo ,2019,444,64.51999664,0,
North Gorontalo ,2020,444,64.86000061,0,
North Gorontalo ,2021,444,65.20999908,0,
North Gorontalo ,2022,444,66.01000214,0,
North Gorontalo ,2023,444,66.61000061,0,
Gorontalo City,2010,445,73.07,0,
Gorontalo City,2011,445,73.56,0,
Gorontalo City,2012,445,74.06,0,
Gorontalo City,2013,445,74.43,0,
Gorontalo City,2014,445,74.97000122,0,
Gorontalo City,2015,445,75.62000275,0,
Gorontalo City,2016,445,75.75,0,
Gorontalo City,2017,445,76.08999634,0,
Gorontalo City,2018,445,76.52999878,0,
Gorontalo City,2019,445,77.08000183,0,
Gorontalo City,2020,445,77.12999725,0,
Gorontalo City,2021,445,77.41000366,0,
Gorontalo City,2022,445,78.22000122,0,
Gorontalo City,2023,445,78.63999939,0,
Majene,2010,446,61.67,0,
Majene,2011,446,62.56,0,
Majene,2012,446,63.06,0,
Majene,2013,446,63.32,0,
Majene,2014,446,63.74000168,0,
Majene,2015,446,64.40000153,0,
Majene,2016,446,64.80000305,0,
Majene,2017,446,65.40000153,0,
Majene,2018,446,66.01000214,0,
Majene,2019,446,66.58999634,0,
Majene,2020,446,66.91000366,0,
Majene,2021,446,67.29000092,0,
Majene,2022,446,67.83999634,0,
Majene,2023,446,68.62000275,0,
Polewali Mandar,2010,447,57.44,0,
Polewali Mandar,2011,447,58.26,0,
Polewali Mandar,2012,447,58.62,0,
Polewali Mandar,2013,447,59.27,0,
Polewali Mandar,2014,447,60.09000015,0,
Polewali Mandar,2015,447,60.86999893,0,
Polewali Mandar,2016,447,61.50999832,0,
Polewali Mandar,2017,447,62.34999847,0,
Polewali Mandar,2018,447,63.13999939,0,
Polewali Mandar,2019,447,63.74000168,0,
Polewali Mandar,2020,447,63.84000015,0,
Polewali Mandar,2021,447,64.23000336,0,
Polewali Mandar,2022,447,64.79000092,0,
Polewali Mandar,2023,447,65.58999634,0,
Mamasa,2010,448,60.88,0,
Mamasa,2011,448,61.45,0,
Mamasa,2012,448,61.95,0,
Mamasa,2013,448,62.57,0,
Mamasa,2014,448,62.84999847,0,
Mamasa,2015,448,63.16999817,0,
Mamasa,2016,448,63.50999832,0,
Mamasa,2017,448,63.91999817,0,
Mamasa,2018,448,64.66000366,0,
Mamasa,2019,448,65.31999969,0,
Mamasa,2020,448,66.01999664,0,
Mamasa,2021,448,66.62999725,0,
Mamasa,2022,448,67.20999908,0,
Mamasa,2023,448,67.83000183,0,
Mamuju,2010,449,61.65,0,
Mamuju,2011,449,62.28,0,
Mamuju,2012,449,63.24,0,
Mamuju,2013,449,64.17,0,
Mamuju,2014,449,64.70999908,0,
Mamuju,2015,449,65.08999634,0,
Mamuju,2016,449,65.65000153,0,
Mamuju,2017,449,66.31999969,0,
Mamuju,2018,449,67.11000061,0,
Mamuju,2019,449,67.72000122,0,
Mamuju,2020,449,68.15000153,0,
Mamuju,2021,449,68.31999969,0,
Mamuju,2022,449,68.87999725,0,
Mamuju,2023,449,69.61000061,0,
North Mamuju ,2010,450,61.29,0,
North Mamuju ,2011,450,62.23,0,
North Mamuju ,2012,450,63,0,
North Mamuju ,2013,450,63.76,0,
North Mamuju ,2014,450,64.04000092,0,
North Mamuju ,2015,450,64.69000244,0,
North Mamuju ,2016,450,65.16999817,0,
North Mamuju ,2017,450,65.66999817,0,
North Mamuju ,2018,450,66.59999847,0,
North Mamuju ,2019,450,67.26999664,0,
North Mamuju ,2020,450,67.79000092,0,
North Mamuju ,2021,450,68.02999878,0,
North Mamuju ,2022,450,68.61000061,0,
North Mamuju ,2023,450,69.11000061,0,
Central Mamuju,2010,451,,0,
Central Mamuju,2011,451,,0,
Central Mamuju,2012,451,,0,
Central Mamuju,2013,451,61.05,0,
Central Mamuju,2014,451,61.47999954,0,
Central Mamuju,2015,451,62.22000122,0,
Central Mamuju,2016,451,62.88999939,0,
Central Mamuju,2017,451,63.63999939,0,
Central Mamuju,2018,451,64.43000031,0,
Central Mamuju,2019,451,65.09999847,0,
Central Mamuju,2020,451,65.70999908,0,
Central Mamuju,2021,451,66.18000031,0,
Central Mamuju,2022,451,66.88999939,0,
Central Mamuju,2023,451,67.44999695,0,
Maluku Tenggara Barat,2010,452,57.08,0,
Maluku Tenggara Barat,2011,452,57.69,0,
Maluku Tenggara Barat,2012,452,58.56,0,
Maluku Tenggara Barat,2013,452,59.34,0,
Maluku Tenggara Barat,2014,452,59.81000137,0,
Maluku Tenggara Barat,2015,452,60.25999832,0,
Maluku Tenggara Barat,2016,452,61.11999893,0,
Maluku Tenggara Barat,2017,452,61.63999939,0,
Maluku Tenggara Barat,2018,452,62.38999939,0,
Maluku Tenggara Barat,2019,452,62.86000061,0,
Maluku Tenggara Barat,2020,452,62.86000061,0,
Maluku Tenggara Barat,2021,452,62.97000122,0,
Maluku Tenggara Barat,2022,452,63.45000076,0,
Maluku Tenggara Barat,2023,452,64.16000366,0,
Maluku Tenggara,2010,453,60.58,0,
Maluku Tenggara,2011,453,60.96,0,
Maluku Tenggara,2012,453,61.75,0,
Maluku Tenggara,2013,453,62.11,0,
Maluku Tenggara,2014,453,62.74000168,0,
Maluku Tenggara,2015,453,63.34999847,0,
Maluku Tenggara,2016,453,64.19999695,0,
Maluku Tenggara,2017,453,64.94000244,0,
Maluku Tenggara,2018,453,65.52999878,0,
Maluku Tenggara,2019,453,65.84999847,0,
Maluku Tenggara,2020,453,66.19999695,0,
Maluku Tenggara,2021,453,66.33000183,0,
Maluku Tenggara,2022,453,66.87999725,0,
Maluku Tenggara,2023,453,67.56999969,0,
Maluku Tengah,2010,454,66.12,0,
Maluku Tengah,2011,454,66.64,0,
Maluku Tengah,2012,454,67.3,0,
Maluku Tengah,2013,454,67.89,0,
Maluku Tengah,2014,454,68.69000244,0,
Maluku Tengah,2015,454,68.84999847,0,
Maluku Tengah,2016,454,69.54000092,0,
Maluku Tengah,2017,454,70.08999634,0,
Maluku Tengah,2018,454,70.59999847,0,
Maluku Tengah,2019,454,71.25,0,
Maluku Tengah,2020,454,71.25,0,
Maluku Tengah,2021,454,71.31999969,0,
Maluku Tengah,2022,454,71.80999756,0,
Maluku Tengah,2023,454,72.44999695,0,
Buru,2010,455,61.6,0,
Buru,2011,455,62.5,0,
Buru,2012,455,63.5,0,
Buru,2013,455,64.31,0,
Buru,2014,455,65.15000153,0,
Buru,2015,455,65.75,0,
Buru,2016,455,66.62999725,0,
Buru,2017,455,67.61000061,0,
Buru,2018,455,68.25,0,
Buru,2019,455,68.91000366,0,
Buru,2020,455,68.94999695,0,
Buru,2021,455,69.33000183,0,
Buru,2022,455,69.94000244,0,
Buru,2023,455,70.55999756,0,
Kepulauan Aru,2010,456,58.22,0,
Kepulauan Aru,2011,456,58.6,0,
Kepulauan Aru,2012,456,59.17,0,
Kepulauan Aru,2013,456,59.62,0,
Kepulauan Aru,2014,456,59.90999985,0,
Kepulauan Aru,2015,456,60.5,0,
Kepulauan Aru,2016,456,61.31999969,0,
Kepulauan Aru,2017,456,62.13000107,0,
Kepulauan Aru,2018,456,63.11999893,0,
Kepulauan Aru,2019,456,63.63999939,0,
Kepulauan Aru,2020,456,63.70999908,0,
Kepulauan Aru,2021,456,63.83000183,0,
Kepulauan Aru,2022,456,64.20999908,0,
Kepulauan Aru,2023,456,65.01000214,0,
Seram Bagian Barat,2010,457,59.9,0,
Seram Bagian Barat,2011,457,60.59,0,
Seram Bagian Barat,2012,457,61.47,0,
Seram Bagian Barat,2013,457,61.79,0,
Seram Bagian Barat,2014,457,62.38999939,0,
Seram Bagian Barat,2015,457,63.02000046,0,
Seram Bagian Barat,2016,457,63.75999832,0,
Seram Bagian Barat,2017,457,64.33999634,0,
Seram Bagian Barat,2018,457,65.13999939,0,
Seram Bagian Barat,2019,457,65.48999786,0,
Seram Bagian Barat,2020,457,65.62000275,0,
Seram Bagian Barat,2021,457,65.83000183,0,
Seram Bagian Barat,2022,457,66.66999817,0,
Seram Bagian Barat,2023,457,67.55999756,0,
Seram Bagian Timur,2010,458,57.88,0,
Seram Bagian Timur,2011,458,58.07,0,
Seram Bagian Timur,2012,458,58.47,0,
Seram Bagian Timur,2013,458,58.88,0,
Seram Bagian Timur,2014,458,59.5,0,
Seram Bagian Timur,2015,458,60.27000046,0,
Seram Bagian Timur,2016,458,61.15000153,0,
Seram Bagian Timur,2017,458,62.06000137,0,
Seram Bagian Timur,2018,458,62.97999954,0,
Seram Bagian Timur,2019,458,63.74000168,0,
Seram Bagian Timur,2020,458,64.12000275,0,
Seram Bagian Timur,2021,458,64.30000305,0,
Seram Bagian Timur,2022,458,65.05000305,0,
Seram Bagian Timur,2023,458,65.81999969,0,
Maluku Barat Daya,2010,459,55.75,0,
Maluku Barat Daya,2011,459,56.1,0,
Maluku Barat Daya,2012,459,56.74,0,
Maluku Barat Daya,2013,459,57.34,0,
Maluku Barat Daya,2014,459,58.09000015,0,
Maluku Barat Daya,2015,459,58.63999939,0,
Maluku Barat Daya,2016,459,59.43000031,0,
Maluku Barat Daya,2017,459,60.15999985,0,
Maluku Barat Daya,2018,459,60.63999939,0,
Maluku Barat Daya,2019,459,61.54999924,0,
Maluku Barat Daya,2020,459,61.90000153,0,
Maluku Barat Daya,2021,459,62.36999893,0,
Maluku Barat Daya,2022,459,63.06999969,0,
Maluku Barat Daya,2023,459,63.93000031,0,
Buru Selatan,2010,460,57.3,0,
Buru Selatan,2011,460,57.98,0,
Buru Selatan,2012,460,58.91,0,
Buru Selatan,2013,460,59.89,0,
Buru Selatan,2014,460,60.74000168,0,
Buru Selatan,2015,460,61.47999954,0,
Buru Selatan,2016,460,62.18999863,0,
Buru Selatan,2017,460,62.75,0,
Buru Selatan,2018,460,63.61999893,0,
Buru Selatan,2019,460,64.41999817,0,
Buru Selatan,2020,460,64.69000244,0,
Buru Selatan,2021,460,64.80000305,0,
Buru Selatan,2022,460,65.37000275,0,
Buru Selatan,2023,460,66.23000336,0,
Ambon City,2010,461,76.07,0,
Ambon City,2011,461,76.7,0,
Ambon City,2012,461,77.49,0,
Ambon City,2013,461,78.16,0,
Ambon City,2014,461,79.08999634,0,
Ambon City,2015,461,79.30000305,0,
Ambon City,2016,461,79.55000305,0,
Ambon City,2017,461,79.81999969,0,
Ambon City,2018,461,80.23999786,0,
Ambon City,2019,461,80.80999756,0,
Ambon City,2020,461,80.83999634,0,
Ambon City,2021,461,81.23000336,0,
Ambon City,2022,461,81.62999725,0,
Ambon City,2023,461,82.05999756,0,
Tual City,2010,462,61.7,0,
