district,HDI_2010,HDI_2011,HDI_2012,HDI_2013,HDI_2014,HDI_2015,HDI_2016,HDI_2017,HDI_2018,HDI_2019,HDI_2020,HDI_2021,HDI_2022,HDI_2023,PopDens2010,PopDens2011,PopDens2012,PopDens2013,PopDens2014,PopDens2015,PopDens2016,PopDens2017,PopDens2018,PopDens2019,PopDens2020,PopDens2021,PopDens2022,PopDens2023
Pasuruan,60.79,61.43,62.31,63.74,64.35,65.04,65.71,66.69,67.41,68.29,68.6,68.93,69.68,70.29,1048.619696,991.3195758,1002.860317,1013.008943,1023.404617,1032.989164,1040.234335,1049.356047,1055.691279,997.4241816,1005.14231,1066.985023,1077.597888,1086.105964
Pasuruan City,69.69,70.41,72.01,72.89,73.23,73.78,74.11,74.39,74.78,75.25,75.26,75.62,76.54,77.17,,,,,,,,,,,,,,
Pati,65.13,65.71,66.13,66.47,66.99,68.51,69.03,70.12,70.71,71.35,71.77,72.28,73.14,73.59,847.7597412,771.3161157,780.8469467,788.7448355,796.569774,804.0630426,801.2802952,808.3114738,816.7073738,782.9839847,789.145313,815.5742012,833.4195175,840.0571545
Payakumbuh City,74.89,75.39,75.89,76.34,76.49,77.42,77.56,77.91,78.23,78.95,78.9,79.08,79.53,79.97,,,,,,,,,,,,,,
Pegunungan Arfak,0,0,0,53.36,53.69,53.73,53.89,54.39,55.31,56.15,56.33,56.13,57.01,57.82,2.155414188,2.656886298,2.593517216,2.751398294,2.824820197,2.642230248,2.6670034,2.830909029,1.491854171,1.536965091,1.762524453,3.007981532,5.834481366,5.936910628
Pegunungan Bintang,35.45,36.61,37.82,38.94,39.68,40.91,41.9,43.24,44.22,45.21,45.44,46.28,47.21,48.18,6.860793134,10.21437647,10.37571621,10.46198411,10.62281117,10.26602396,10.35300697,10.4433361,10.53896012,11.2859358,11.37494662,5.195043784,5.199165946,5.239616117
Pekalongan,63.75,64.72,65.33,66.26,66.98,67.4,67.71,68.4,68.97,69.71,69.63,70.11,70.81,71.4,1048.674148,954.1162145,966.1338079,975.9057883,986.2556378,995.489925,1002.059616,1010.848091,1019.33119,977.2596109,984.8691041,1093.448002,1109.594156,1117.867868
Pekalongan City,68.95,69.54,69.95,70.82,71.53,72.69,73.32,73.77,74.24,74.77,74.98,75.4,75.9,76.71,,,,,,,,,,,,,,
Pekanbaru City,77.34,77.71,77.94,78.16,78.42,79.32,79.69,79.97,80.66,81.35,81.32,81.58,82.06,82.38,,,,,,,,,,,,,,
Pelalawan,65.95,66.58,67.25,68.29,68.67,69.82,70.21,70.59,71.44,71.85,71.56,72.08,72.93,73.59,19.27421023,24.34213547,24.21236532,24.45267507,25.09852477,25.43003103,25.68512975,25.9049299,26.13210607,28.23956102,28.46270465,29.28744421,29.73738618,29.95591627
Pemalang,58.64,59.66,60.78,61.81,62.35,63.7,64.17,65.04,65.67,66.32,66.32,66.56,67.19,68.03,1297.803241,1180.776968,1195.287189,1207.375289,1219.083935,1230.860346,1241.771073,1252.657321,1263.678494,1211.528286,1221.188732,1286.574778,1292.539906,1303.123316
Pematang Siantar City,72.52,73.61,74.51,75.05,75.83,76.34,76.9,77.54,77.88,78.57,78.75,79.17,79.7,80.46,,,,,,,,,,,,,,
Penajam Paser Utara,66.37,66.92,67.17,68.07,68.6,69.26,69.96,70.59,71.13,71.64,71.41,72.01,72.55,73.3,16.91365444,21.79917644,21.98120572,22.31815336,22.62013379,22.87065498,23.14125146,23.8250456,24.1884823,25.59081232,25.7987876,48.24458111,49.17840064,49.5994473
Penukal Abab Lematang Ilir,0,0,0,59.69,59.89,60.83,61.66,62.58,63.49,64.33,64.7,64.88,65.75,66.64,128.0310279,123.1775754,124.7266459,125.995247,125.4157093,126.3621151,127.5026892,128.6245507,129.60439,140.6485394,141.7626452,104.3510812,104.913833,105.7344842
Pesawaran,58.64,59.44,59.98,60.94,61.7,62.7,63.47,64.43,64.97,65.75,65.79,66.14,66.7,67.67,302.7526404,299.8138296,298.6039724,297.2135097,302.2229732,305.0546113,308.3436791,311.0170687,313.8861151,303.5839964,305.9716723,350.8657041,355.0565212,357.879447
Pesisir Barat,0,0,0,58.95,59.76,60.55,61.5,62.2,62.96,63.79,63.91,64.3,65.14,66,7.232989313,7.19446969,7.626256988,7.56493779,9.143925228,9.36309799,9.442613406,9.517702127,9.676925549,9.405899503,9.476858381,49.5562681,53.45468105,53.84946049
Pesisir Selatan,65.09,65.8,66.49,67.31,67.75,68.07,68.39,68.74,69.4,70.08,69.9,70.03,70.84,71.44,46.89242494,46.83200567,46.92846367,47.39158793,48.24715196,46.77214835,47.19400879,47.61555775,47.98310642,46.8421174,47.19985555,80.56261863,81.68339704,82.34014245
Pidie,66.75,66.95,67.3,67.59,67.87,68.68,69.06,69.52,69.93,70.41,70.63,70.7,71.2,71.66,173.6797696,174.2320287,176.3842327,178.1666849,178.8075465,180.4667677,182.0940462,183.7442385,183.4529764,195.6463027,197.1776588,143.9310543,146.0525251,147.143744
Pidie Jaya,68.38,68.69,68.9,69.26,69.89,70.49,71.13,71.73,72.12,72.87,73.2,73.6,74.34,74.8,116.5377433,116.914823,118.3481166,119.5562388,124.2993749,125.4582493,126.4898577,127.6785466,124.897717,132.9688865,133.9611949,156.6523625,158.3746543,159.6919548
Pinrang,66.25,66.96,67.64,68.14,68.92,69.24,69.42,69.9,70.62,71.12,71.26,71.45,71.97,72.84,190.7697831,187.6699796,189.5920617,191.5172313,195.8990172,201.2616224,203.2769364,204.3863037,206.3811687,202.880783,204.3463013,205.2640091,207.132741,208.8275819
Pohuwato,59.11,59.85,60.48,61.38,61.74,62.5,63.17,63.88,64.44,65.27,65.37,65.8,66.53,67.15,5.358077174,5.852585385,5.925004944,5.987187142,6.024610838,6.053190029,7.066335513,7.025520044,6.948954285,6.995740425,7.049762405,33.11046038,33.14622146,33.39620373
Polewali Mandar,57.44,58.26,58.62,59.27,60.09,60.87,61.51,62.35,63.14,63.74,63.84,64.23,64.79,65.59,200.1758537,204.4930376,206.4354718,208.5330905,208.6490123,210.3207524,211.4646378,209.962373,218.6606833,236.5925945,237.8162329,229.701568,229.5157783,231.0706352
Ponorogo,64.13,65.28,66.16,67.03,67.4,68.16,68.93,69.26,69.91,70.56,70.81,71.06,71.87,72.5,686.1431745,648.6612451,656.7474156,663.3917544,669.4044466,675.5363059,683.6201272,689.6150576,694.9125604,657.4009955,662.5938096,669.3847647,674.815405,679.9874291
